|                 wl |      k_tot |
|            15460.0 | -2.944e+03 |
| 15469.999999999998 | -2.952e+03 |
|            15480.0 | -2.959e+03 |
|            15490.0 | -2.966e+03 |
| 15499.999999999998 | -2.973e+03 |
|            15510.0 | -2.980e+03 |
|            15520.0 | -2.987e+03 |
|            15530.0 | -2.995e+03 |
|            15540.0 | -3.002e+03 |
|            15550.0 | -3.009e+03 |
|            15560.0 | -3.016e+03 |
|            15570.0 | -3.024e+03 |
| 15579.999999999998 | -3.031e+03 |
|            15590.0 | -3.038e+03 |
|            15600.0 | -3.045e+03 |
| 15609.999999999998 | -3.053e+03 |
|            15620.0 | -3.060e+03 |
|            15630.0 | -3.067e+03 |
| 15639.999999999998 | -3.075e+03 |
|            15650.0 | -3.082e+03 |
|            15660.0 | -3.089e+03 |
| 15669.999999999998 | -3.097e+03 |
|            15680.0 | -3.104e+03 |
|            15690.0 | -3.111e+03 |
|            15700.0 | -3.119e+03 |
|            15710.0 | -3.126e+03 |
|            15720.0 | -3.134e+03 |
|            15730.0 | -3.141e+03 |
|            15740.0 | -3.148e+03 |
| 15749.999999999998 | -3.156e+03 |
|            15760.0 | -3.163e+03 |
|            15770.0 | -3.171e+03 |
| 15779.999999999998 | -3.178e+03 |
|            15790.0 | -3.186e+03 |
|            15800.0 | -3.193e+03 |
| 15809.999999999998 | -3.201e+03 |
|            15820.0 | -3.208e+03 |
|            15830.0 | -3.216e+03 |
| 15839.999999999998 | -3.223e+03 |
|            15850.0 | -3.231e+03 |
|            15860.0 | -3.239e+03 |
|            15870.0 | -3.246e+03 |
|            15880.0 | -3.254e+03 |
| 15889.999999999998 | -3.261e+03 |
|            15900.0 | -3.269e+03 |
|            15910.0 | -3.277e+03 |
| 15919.999999999998 | -3.284e+03 |
|            15930.0 | -3.292e+03 |
|            15940.0 | -3.300e+03 |
| 15949.999999999998 | -3.307e+03 |
|            15960.0 | -3.315e+03 |
|            15970.0 | -3.323e+03 |
| 15979.999999999998 | -3.330e+03 |
|            15990.0 | -3.338e+03 |
|            16000.0 | -3.346e+03 |
|            16010.0 | -3.354e+03 |
|            16020.0 | -3.361e+03 |
|            16030.0 | -3.369e+03 |
|            16040.0 | -3.377e+03 |
|            16050.0 | -3.385e+03 |
| 16059.999999999998 | -3.393e+03 |
|            16070.0 | -3.400e+03 |
|            16080.0 | -3.408e+03 |
| 16089.999999999998 | -3.416e+03 |
|            16100.0 | -3.424e+03 |
|            16110.0 | -3.432e+03 |
| 16119.999999999998 | -3.440e+03 |
|            16130.0 | -3.448e+03 |
|            16140.0 | -3.455e+03 |
| 16149.999999999998 | -3.463e+03 |
|            16160.0 | -3.471e+03 |
|            16170.0 | -3.479e+03 |
|            16180.0 | -3.487e+03 |
|            16190.0 | -3.495e+03 |
|            16200.0 | -3.503e+03 |
|            16210.0 | -3.511e+03 |
|            16220.0 | -3.519e+03 |
| 16229.999999999998 | -3.527e+03 |
|            16240.0 | -3.535e+03 |
|            16250.0 | -3.543e+03 |
| 16259.999999999998 | -3.551e+03 |
|            16270.0 | -3.559e+03 |
|            16280.0 | -3.567e+03 |
| 16289.999999999998 | -3.575e+03 |
|            16300.0 | -3.584e+03 |
|            16310.0 | -3.592e+03 |
| 16319.999999999998 | -3.600e+03 |
|            16330.0 | -3.608e+03 |
|            16340.0 | -3.616e+03 |
|            16350.0 | -3.624e+03 |
|            16360.0 | -3.632e+03 |
| 16369.999999999998 | -3.641e+03 |
|            16380.0 | -3.649e+03 |
|            16390.0 | -3.657e+03 |
|            16400.0 | -3.665e+03 |
|            16410.0 | -3.673e+03 |
|            16420.0 | -3.682e+03 |
|            16430.0 | -3.690e+03 |
|            16440.0 | -3.698e+03 |
|            16450.0 | -3.706e+03 |
|            16460.0 | -3.715e+03 |
|            16470.0 | -3.723e+03 |
|            16480.0 | -3.731e+03 |
|            16490.0 | -3.740e+03 |
|            16500.0 | -3.748e+03 |
|            16510.0 | -3.756e+03 |
|            16520.0 | -3.765e+03 |
|            16530.0 | -3.773e+03 |
|            16540.0 | -3.781e+03 |
|            16550.0 | -3.790e+03 |
|            16560.0 | -3.798e+03 |
|            16570.0 | -3.807e+03 |
|            16580.0 | -3.815e+03 |
|            16590.0 | -3.823e+03 |
|            16600.0 | -3.832e+03 |
|            16610.0 | -3.840e+03 |
|            16620.0 | -3.849e+03 |
|            16630.0 | -3.857e+03 |
|            16640.0 | -3.866e+03 |
|            16650.0 | -3.874e+03 |
|            16660.0 | -3.883e+03 |
|            16670.0 | -3.891e+03 |
|            16680.0 | -3.900e+03 |
|            16690.0 | -3.909e+03 |
|            16700.0 | -3.917e+03 |
|            16710.0 | -3.926e+03 |
|            16720.0 | -3.934e+03 |
|            16730.0 | -3.943e+03 |
|            16740.0 | -3.951e+03 |
|            16750.0 | -3.960e+03 |
|            16760.0 | -3.969e+03 |
|            16770.0 | -3.977e+03 |
|            16780.0 | -3.986e+03 |
|            16790.0 | -3.995e+03 |
|            16800.0 | -4.003e+03 |
|            16810.0 | -4.012e+03 |
|            16820.0 | -4.021e+03 |
|            16830.0 | -4.030e+03 |
|            16840.0 | -4.038e+03 |
|            16850.0 | -4.047e+03 |
|            16860.0 | -4.056e+03 |
|            16870.0 | -4.065e+03 |
|            16880.0 | -4.074e+03 |
|            16890.0 | -4.082e+03 |
|            16900.0 | -4.091e+03 |
|            16910.0 | -4.100e+03 |
|            16920.0 | -4.109e+03 |
|            16930.0 | -4.118e+03 |
|            16940.0 | -4.127e+03 |
|            16950.0 | -4.135e+03 |
|            16960.0 | -4.144e+03 |
|            16970.0 | -4.153e+03 |
|            16980.0 | -4.162e+03 |
|            16990.0 | -4.171e+03 |
|            17000.0 | -4.180e+03 |
|            17010.0 | -4.189e+03 |
|            17020.0 | -4.198e+03 |
|            17030.0 | -4.207e+03 |
|            17040.0 | -4.216e+03 |
|            17050.0 | -4.225e+03 |
|            17060.0 | -4.234e+03 |
|            17070.0 | -4.243e+03 |
|            17080.0 | -4.252e+03 |
|            17090.0 | -4.261e+03 |
|            17100.0 | -4.270e+03 |
|            17110.0 | -4.279e+03 |
|            17120.0 | -4.288e+03 |
|            17130.0 | -4.297e+03 |
|            17140.0 | -4.307e+03 |
|            17150.0 | -4.316e+03 |
|            17160.0 | -4.325e+03 |
|            17170.0 | -4.334e+03 |
|            17180.0 | -4.343e+03 |
|            17190.0 | -4.352e+03 |
|            17200.0 | -4.362e+03 |
|            17210.0 | -4.371e+03 |
|            17220.0 | -4.380e+03 |
|            17230.0 | -4.389e+03 |
|            17240.0 | -4.398e+03 |
|            17250.0 | -4.408e+03 |
|            17260.0 | -4.417e+03 |
|            17270.0 | -4.426e+03 |
|            17280.0 | -4.436e+03 |
|            17290.0 | -4.445e+03 |
|            17300.0 | -4.454e+03 |
|            17310.0 | -4.463e+03 |
|            17320.0 | -4.473e+03 |
|            17330.0 | -4.482e+03 |
|            17340.0 | -4.492e+03 |
|            17350.0 | -4.501e+03 |
|            17360.0 | -4.510e+03 |
|            17370.0 | -4.520e+03 |
|            17380.0 | -4.529e+03 |
|            17390.0 | -4.539e+03 |
|            17400.0 | -4.548e+03 |
|            17410.0 | -4.557e+03 |
|            17420.0 | -4.567e+03 |
|            17430.0 | -4.576e+03 |
|            17440.0 | -4.586e+03 |
|            17450.0 | -4.595e+03 |
|            17460.0 | -4.605e+03 |
|            17470.0 | -4.615e+03 |
|            17480.0 | -4.624e+03 |
|            17490.0 | -4.634e+03 |
|            17500.0 | -4.643e+03 |
|            17510.0 | -4.653e+03 |
|            17520.0 | -4.662e+03 |
|            17530.0 | -4.672e+03 |
|            17540.0 | -4.682e+03 |
|            17550.0 | -4.691e+03 |
|            17560.0 | -4.701e+03 |
|            17570.0 | -4.711e+03 |
|            17580.0 | -4.720e+03 |
|            17590.0 | -4.730e+03 |
|            17600.0 | -4.740e+03 |
|            17610.0 | -4.749e+03 |
|            17620.0 | -4.759e+03 |
|            17630.0 | -4.769e+03 |
|            17640.0 | -4.779e+03 |
|            17650.0 | -4.788e+03 |
|            17660.0 | -4.798e+03 |
|            17670.0 | -4.808e+03 |
|            17680.0 | -4.818e+03 |
|            17690.0 | -4.828e+03 |
|            17700.0 | -4.837e+03 |
|            17710.0 | -4.847e+03 |
|            17720.0 | -4.857e+03 |
|            17730.0 | -4.867e+03 |
|            17740.0 | -4.877e+03 |
|            17750.0 | -4.887e+03 |
|            17760.0 | -4.897e+03 |
|            17770.0 | -4.907e+03 |
|            17780.0 | -4.917e+03 |
|            17790.0 | -4.926e+03 |
|            17800.0 | -4.936e+03 |
|            17810.0 | -4.946e+03 |
|            17820.0 | -4.956e+03 |
|            17830.0 | -4.966e+03 |
|            17840.0 | -4.976e+03 |
|            17850.0 | -4.986e+03 |
|            17860.0 | -4.997e+03 |
|            17870.0 | -5.007e+03 |
|            17880.0 | -5.017e+03 |
|            17890.0 | -5.027e+03 |
|            17900.0 | -5.037e+03 |
|            17910.0 | -5.047e+03 |
|            17920.0 | -5.057e+03 |
|            17930.0 | -5.067e+03 |
|            17940.0 | -5.077e+03 |
|            17950.0 | -5.087e+03 |
|            17960.0 | -5.098e+03 |
|            17970.0 | -5.108e+03 |
|            17980.0 | -5.118e+03 |
|            17990.0 | -5.128e+03 |
|            18000.0 | -5.138e+03 |
|            18010.0 | -5.149e+03 |
|            18020.0 | -5.159e+03 |
|            18030.0 | -5.169e+03 |
|            18040.0 | -5.180e+03 |
|            18050.0 | -5.190e+03 |
|            18060.0 | -5.200e+03 |
|            18070.0 | -5.210e+03 |
|            18080.0 | -5.221e+03 |
|            18090.0 | -5.231e+03 |
|            18100.0 | -5.241e+03 |
|            18110.0 | -5.252e+03 |
|            18120.0 | -5.262e+03 |
|            18130.0 | -5.273e+03 |
|            18140.0 | -5.283e+03 |
|            18150.0 | -5.293e+03 |
|            18160.0 | -5.304e+03 |
|            18170.0 | -5.314e+03 |
|            18180.0 | -5.325e+03 |
|            18190.0 | -5.335e+03 |
|            18200.0 | -5.346e+03 |
|            18210.0 | -5.356e+03 |
|            18220.0 | -5.367e+03 |
|            18230.0 | -5.377e+03 |
|            18240.0 | -5.388e+03 |
|            18250.0 | -5.398e+03 |
|            18260.0 | -5.409e+03 |
|            18270.0 | -5.420e+03 |
|            18280.0 | -5.430e+03 |
|            18290.0 | -5.441e+03 |
|            18300.0 | -5.451e+03 |
|            18310.0 | -5.462e+03 |
|            18320.0 | -5.473e+03 |
|            18330.0 | -5.483e+03 |
|            18340.0 | -5.494e+03 |
|            18350.0 | -5.505e+03 |
|            18360.0 | -5.515e+03 |
|            18370.0 | -5.526e+03 |
|            18380.0 | -5.537e+03 |
|            18390.0 | -5.548e+03 |
|            18400.0 | -5.558e+03 |
|            18410.0 | -5.569e+03 |
|            18420.0 | -5.580e+03 |
|            18430.0 | -5.591e+03 |
|            18440.0 | -5.602e+03 |
|            18450.0 | -5.612e+03 |
|            18460.0 | -5.623e+03 |
|            18470.0 | -5.634e+03 |
|            18480.0 | -5.645e+03 |
|            18490.0 | -5.656e+03 |
|            18500.0 | -5.667e+03 |
|            18510.0 | -5.678e+03 |
|            18520.0 | -5.689e+03 |
|            18530.0 | -5.700e+03 |
|            18540.0 | -5.710e+03 |
|            18550.0 | -5.721e+03 |
|            18560.0 | -5.732e+03 |
|            18570.0 | -5.743e+03 |
|            18580.0 | -5.754e+03 |
|            18590.0 | -5.765e+03 |
|            18600.0 | -5.776e+03 |
|            18610.0 | -5.787e+03 |
|            18620.0 | -5.799e+03 |
|            18630.0 | -5.810e+03 |
|            18640.0 | -5.821e+03 |
|            18650.0 | -5.832e+03 |
|            18660.0 | -5.843e+03 |
|            18670.0 | -5.854e+03 |
|            18680.0 | -5.865e+03 |
|            18690.0 | -5.876e+03 |
|            18700.0 | -5.888e+03 |
|            18710.0 | -5.899e+03 |
|            18720.0 | -5.910e+03 |
|            18730.0 | -5.921e+03 |
|            18740.0 | -5.932e+03 |
|            18750.0 | -5.944e+03 |
|            18760.0 | -5.955e+03 |
|            18770.0 | -5.966e+03 |
|            18780.0 | -5.977e+03 |
|            18790.0 | -5.989e+03 |
|            18800.0 | -6.000e+03 |
|            18810.0 | -6.011e+03 |
|            18820.0 | -6.023e+03 |
|            18830.0 | -6.034e+03 |
|            18840.0 | -6.045e+03 |
|            18850.0 | -6.057e+03 |
|            18860.0 | -6.068e+03 |
|            18870.0 | -6.079e+03 |
|            18880.0 | -6.091e+03 |
|            18890.0 | -6.102e+03 |
|            18900.0 | -6.114e+03 |
|            18910.0 | -6.125e+03 |
|            18920.0 | -6.137e+03 |
|            18930.0 | -6.148e+03 |
|            18940.0 | -6.160e+03 |
|            18950.0 | -6.171e+03 |
|            18960.0 | -6.183e+03 |
|            18970.0 | -6.194e+03 |
|            18980.0 | -6.206e+03 |
|            18990.0 | -6.217e+03 |
|            19000.0 | -6.229e+03 |
|            19010.0 | -6.241e+03 |
|            19020.0 | -6.252e+03 |
|            19030.0 | -6.264e+03 |
|            19040.0 | -6.275e+03 |
|            19050.0 | -6.287e+03 |
|            19060.0 | -6.299e+03 |
|            19070.0 | -6.310e+03 |
|            19080.0 | -6.322e+03 |
|            19090.0 | -6.334e+03 |
|            19100.0 | -6.346e+03 |
|            19110.0 | -6.357e+03 |
|            19120.0 | -6.369e+03 |
| 19129.999999999996 | -6.381e+03 |
|            19140.0 | -6.393e+03 |
|            19150.0 | -6.404e+03 |
|            19160.0 | -6.416e+03 |
|            19170.0 | -6.428e+03 |
|            19180.0 | -6.440e+03 |
| 19189.999999999996 | -6.452e+03 |
|            19200.0 | -6.464e+03 |
|            19210.0 | -6.475e+03 |
|            19220.0 | -6.487e+03 |
|            19230.0 | -6.499e+03 |
| 19239.999999999996 | -6.511e+03 |
|            19250.0 | -6.523e+03 |
|            19260.0 | -6.535e+03 |
|            19270.0 | -6.547e+03 |
|            19280.0 | -6.559e+03 |
|            19290.0 | -6.571e+03 |
| 19299.999999999996 | -6.583e+03 |
|            19310.0 | -6.595e+03 |
|            19320.0 | -6.607e+03 |
|            19330.0 | -6.619e+03 |
|            19340.0 | -6.631e+03 |
|            19350.0 | -6.643e+03 |
| 19359.999999999996 | -6.655e+03 |
|            19370.0 | -6.667e+03 |
|            19380.0 | -6.680e+03 |
|            19390.0 | -6.692e+03 |
|            19400.0 | -6.704e+03 |
| 19409.999999999996 | -6.716e+03 |
|            19420.0 | -6.728e+03 |
|            19430.0 | -6.740e+03 |
|            19440.0 | -6.753e+03 |
|            19450.0 | -6.765e+03 |
|            19460.0 | -6.777e+03 |
| 19469.999999999996 | -6.789e+03 |
|            19480.0 | -6.802e+03 |
|            19490.0 | -6.814e+03 |
|            19500.0 | -6.826e+03 |
|            19510.0 | -6.838e+03 |
| 19519.999999999996 | -6.851e+03 |
| 19529.999999999996 | -6.863e+03 |
|            19540.0 | -6.875e+03 |
|            19550.0 | -6.888e+03 |
|            19560.0 | -6.900e+03 |
|            19570.0 | -6.913e+03 |
| 19579.999999999996 | -6.925e+03 |
|            19590.0 | -6.937e+03 |
|            19600.0 | -6.950e+03 |
|            19610.0 | -6.962e+03 |
|            19620.0 | -6.975e+03 |
|            19630.0 | -6.987e+03 |
| 19639.999999999996 | -7.000e+03 |
|            19650.0 | -7.012e+03 |
|            19660.0 | -7.025e+03 |
|            19670.0 | -7.037e+03 |
|            19680.0 | -7.050e+03 |
| 19689.999999999996 | -7.062e+03 |
|            19700.0 | -7.075e+03 |
|            19710.0 | -7.088e+03 |
|            19720.0 | -7.100e+03 |
|            19730.0 | -7.113e+03 |
|            19740.0 | -7.125e+03 |
| 19749.999999999996 | -7.138e+03 |
|            19760.0 | -7.151e+03 |
|            19770.0 | -7.163e+03 |
|            19780.0 | -7.176e+03 |
|            19790.0 | -7.189e+03 |
|            19800.0 | -7.202e+03 |
| 19809.999999999996 | -7.214e+03 |
|            19820.0 | -7.227e+03 |
|            19830.0 | -7.240e+03 |
|            19840.0 | -7.253e+03 |
|            19850.0 | -7.265e+03 |
| 19859.999999999996 | -7.278e+03 |
|            19870.0 | -7.291e+03 |
|            19880.0 | -7.304e+03 |
|            19890.0 | -7.317e+03 |
|            19900.0 | -7.330e+03 |
|            19910.0 | -7.342e+03 |
| 19919.999999999996 | -7.355e+03 |
|            19930.0 | -7.368e+03 |
|            19940.0 | -7.381e+03 |
|            19950.0 | -7.394e+03 |
|            19960.0 | -7.407e+03 |
|            19970.0 | -7.420e+03 |
| 19979.999999999996 | -7.433e+03 |
|            19990.0 | -7.446e+03 |
|            20000.0 | -7.459e+03 |
